original_filename	new_filename	item_id	canonical_name	status	kind
384.png	0384_TM57.png	384	TM57	canonical	Pokemon item
385.png	0385_TM58.png	385	TM58	canonical	Pokemon item
386.png	0386_TM59.png	386	TM59	canonical	Pokemon item
387.png	0387_TM60.png	387	TM60	canonical	Pokemon item
388.png	0388_TM61.png	388	TM61	canonical	Pokemon item
389.png	0389_TM62.png	389	TM62	canonical	Pokemon item
390.png	0390_TM63.png	390	TM63	canonical	Pokemon item
391.png	0391_TM64.png	391	TM64	canonical	Pokemon item
392.png	0392_TM65.png	392	TM65	canonical	Pokemon item
393.png	0393_TM66.png	393	TM66	canonical	Pokemon item
394.png	0394_TM67.png	394	TM67	canonical	Pokemon item
395.png	0395_TM68.png	395	TM68	canonical	Pokemon item
396.png	0396_TM69.png	396	TM69	canonical	Pokemon item
397.png	0397_TM70.png	397	TM70	canonical	Pokemon item
398.png	0398_TM71.png	398	TM71	canonical	Pokemon item
399.png	0399_TM72.png	399	TM72	canonical	Pokemon item
400.png	0400_TM73.png	400	TM73	canonical	Pokemon item
401.png	0401_TM74.png	401	TM74	canonical	Pokemon item
402.png	0402_TM75.png	402	TM75	canonical	Pokemon item
403.png	0403_TM76.png	403	TM76	canonical	Pokemon item
404.png	0404_TM77.png	404	TM77	canonical	Pokemon item
405.png	0405_TM78.png	405	TM78	canonical	Pokemon item
406.png	0406_TM79.png	406	TM79	canonical	Pokemon item
407.png	0407_TM80.png	407	TM80	canonical	Pokemon item
408.png	0408_TM81.png	408	TM81	canonical	Pokemon item
409.png	0409_TM82.png	409	TM82	canonical	Pokemon item
410.png	0410_TM83.png	410	TM83	canonical	Pokemon item
411.png	0411_TM84.png	411	TM84	canonical	Pokemon item
412.png	0412_TM85.png	412	TM85	canonical	Pokemon item
413.png	0413_TM86.png	413	TM86	canonical	Pokemon item
414.png	0414_TM87.png	414	TM87	canonical	Pokemon item
415.png	0415_TM88.png	415	TM88	canonical	Pokemon item
416.png	0416_TM89.png	416	TM89	canonical	Pokemon item
417.png	0417_TM90.png	417	TM90	canonical	Pokemon item
418.png	0418_TM91.png	418	TM91	canonical	Pokemon item
419.png	0419_TM92.png	419	TM92	canonical	Pokemon item
420.png	0420_HM01.png	420	HM01	canonical	Pokemon item
421.png	0421_HM02.png	421	HM02	canonical	Pokemon item
422.png	0422_HM03.png	422	HM03	canonical	Pokemon item
423.png	0423_HM04.png	423	HM04	canonical	Pokemon item
424.png	0424_HM05.png	424	HM05	canonical	Pokemon item
425.png	0425_HM06.png	425	HM06	canonical	Pokemon item
426.png	0426_HM07.png	426	HM07	canonical	Pokemon item
427.png	0427_HM08.png	427	HM08	canonical	Pokemon item
428.png	0428_Explorer_Kit.png	428	Explorer Kit	canonical	Pokemon item
429.png	0429_Loot_Sack.png	429	Loot Sack	canonical	Pokemon item
430.png	0430_Rule_Book.png	430	Rule Book	canonical	Pokemon item
431.png	0431_Poke_Radar.png	431	Poké Radar	canonical	Pokemon item
432.png	0432_Point_Card.png	432	Point Card	canonical	Pokemon item
433.png	0433_Guidebook.png	433	Guidebook	canonical	Pokemon item
434.png	0434_Sticker_Case.png	434	Sticker Case	canonical	Pokemon item
435.png	0435_Fashion_Case.png	435	Fashion Case	canonical	Pokemon item
436.png	0436_Sticker_Bag.png	436	Sticker Bag	canonical	Pokemon item
437.png	0437_Pal_Pad.png	437	Pal Pad	canonical	Pokemon item
438.png	0438_Works_Key.png	438	Works Key	canonical	Pokemon item
439.png	0439_Old_Charm.png	439	Old Charm	canonical	Pokemon item
440.png	0440_Galactic_Key.png	440	Galactic Key	canonical	Pokemon item
441.png	0441_Red_Chain.png	441	Red Chain	canonical	Pokemon item
442.png	0442_Town_Map.png	442	Town Map	canonical	Pokemon item
443.png	0443_Vs_Seeker.png	443	Vs. Seeker	canonical	Pokemon item
444.png	0444_Coin_Case.png	444	Coin Case	canonical	Pokemon item
445.png	0445_Old_Rod.png	445	Old Rod	canonical	Pokemon item
446.png	0446_Good_Rod.png	446	Good Rod	canonical	Pokemon item
447.png	0447_Super_Rod.png	447	Super Rod	canonical	Pokemon item
448.png	0448_Sprayduck.png	448	Sprayduck	canonical	Pokemon item
449.png	0449_Poffin_Case.png	449	Poffin Case	canonical	Pokemon item
450.png	0450_Bike.png	450	Bike	canonical	Pokemon item
451.png	0451_Suite_Key.png	451	Suite Key	canonical	Pokemon item
452.png	0452_Oaks_Letter.png	452	Oak’s Letter	canonical	Pokemon item
453.png	0453_Lunar_Feather.png	453	Lunar Feather	canonical	Pokemon item
454.png	0454_Member_Card.png	454	Member Card	canonical	Pokemon item
455.png	0455_Azure_Flute.png	455	Azure Flute	canonical	Pokemon item
456.png	0456_SS_Ticket.png	456	S.S. Ticket	canonical	Pokemon item
457.png	0457_Contest_Pass.png	457	Contest Pass	canonical	Pokemon item
458.png	0458_Magma_Stone.png	458	Magma Stone	canonical	Pokemon item
459.png	0459_Parcel.png	459	Parcel	canonical	Pokemon item
460.png	0460_Coupon_1.png	460	Coupon 1	canonical	Pokemon item
461.png	0461_Coupon_2.png	461	Coupon 2	canonical	Pokemon item
462.png	0462_Coupon_3.png	462	Coupon 3	canonical	Pokemon item
463.png	0463_Storage_Key.png	463	Storage Key	canonical	Pokemon item
464.png	0464_Secret_Medicine.png	464	Secret Medicine	canonical	Pokemon item
465.png	0465_Vs_Recorder.png	465	Vs. Recorder	canonical	Pokemon item
466.png	0466_Gracidea.png	466	Gracidea	canonical	Pokemon item
467.png	0467_Secret_Key.png	467	Secret Key	canonical	Pokemon item
468.png	0468_Apricorn_Box.png	468	Apricorn Box	canonical	Pokemon item
469.png	0469_Unown_Report.png	469	Unown Report	canonical	Pokemon item
470.png	0470_Berry_Pots.png	470	Berry Pots	canonical	Pokemon item
471.png	0471_Dowsing_Machine.png	471	Dowsing Machine	canonical	Pokemon item
472.png	0472_Blue_Card.png	472	Blue Card	canonical	Pokemon item
473.png	0473_Slowpoke_Tail.png	473	Slowpoke Tail	canonical	Pokemon item
474.png	0474_Clear_Bell.png	474	Clear Bell	canonical	Pokemon item
475.png	0475_Card_Key.png	475	Card Key	canonical	Pokemon item
476.png	0476_Basement_Key.png	476	Basement Key	canonical	Pokemon item
477.png	0477_Squirt_Bottle.png	477	Squirt Bottle	canonical	Pokemon item
478.png	0478_Red_Scale.png	478	Red Scale	canonical	Pokemon item
479.png	0479_Lost_Item.png	479	Lost Item	canonical	Pokemon item
480.png	0480_Pass.png	480	Pass	canonical	Pokemon item
481.png	0481_Machine_Part.png	481	Machine Part	canonical	Pokemon item
482.png	0482_Silver_Feather.png	482	Silver Feather	canonical	Pokemon item
483.png	0483_Rainbow_Feather.png	483	Rainbow Feather	canonical	Pokemon item
484.png	0484_Mystery_Egg.png	484	Mystery Egg	canonical	Pokemon item
485.png	0485_Red_Apricorn.png	485	Red Apricorn	canonical	Pokemon item
486.png	0486_Blue_Apricorn.png	486	Blue Apricorn	canonical	Pokemon item
487.png	0487_Yellow_Apricorn.png	487	Yellow Apricorn	canonical	Pokemon item
488.png	0488_Green_Apricorn.png	488	Green Apricorn	canonical	Pokemon item
489.png	0489_Pink_Apricorn.png	489	Pink Apricorn	canonical	Pokemon item
490.png	0490_White_Apricorn.png	490	White Apricorn	canonical	Pokemon item
491.png	0491_Black_Apricorn.png	491	Black Apricorn	canonical	Pokemon item
492.png	0492_Fast_Ball.png	492	Fast Ball	canonical	Pokemon item
493.png	0493_Level_Ball.png	493	Level Ball	canonical	Pokemon item
494.png	0494_Lure_Ball.png	494	Lure Ball	canonical	Pokemon item
495.png	0495_Heavy_Ball.png	495	Heavy Ball	canonical	Pokemon item
496.png	0496_Love_Ball.png	496	Love Ball	canonical	Pokemon item
497.png	0497_Friend_Ball.png	497	Friend Ball	canonical	Pokemon item
498.png	0498_Moon_Ball.png	498	Moon Ball	canonical	Pokemon item
499.png	0499_Sport_Ball.png	499	Sport Ball	canonical	Pokemon item
500.png	0500_Park_Ball.png	500	Park Ball	canonical	Pokemon item
501.png	0501_Photo_Album.png	501	Photo Album	canonical	Pokemon item
502.png	0502_GB_Sounds.png	502	GB Sounds	canonical	Pokemon item
503.png	0503_Tidal_Bell.png	503	Tidal Bell	canonical	Pokemon item
504.png	0504_Rage_Candy_Bar.png	504	Rage Candy Bar	canonical	Pokemon item
505.png	0505_Data_Card_01.png	505	Data Card 01	canonical	Pokemon item
506.png	0506_Data_Card_02.png	506	Data Card 02	canonical	Pokemon item
507.png	0507_Data_Card_03.png	507	Data Card 03	canonical	Pokemon item
508.png	0508_Data_Card_04.png	508	Data Card 04	canonical	Pokemon item
509.png	0509_Data_Card_05.png	509	Data Card 05	canonical	Pokemon item
510.png	0510_Data_Card_06.png	510	Data Card 06	canonical	Pokemon item
511.png	0511_Data_Card_07.png	511	Data Card 07	canonical	Pokemon item
512.png	0512_Data_Card_08.png	512	Data Card 08	canonical	Pokemon item
513.png	0513_Data_Card_09.png	513	Data Card 09	canonical	Pokemon item
514.png	0514_Data_Card_10.png	514	Data Card 10	canonical	Pokemon item
515.png	0515_Data_Card_11.png	515	Data Card 11	canonical	Pokemon item
516.png	0516_Data_Card_12.png	516	Data Card 12	canonical	Pokemon item
517.png	0517_Data_Card_13.png	517	Data Card 13	canonical	Pokemon item
518.png	0518_Data_Card_14.png	518	Data Card 14	canonical	Pokemon item
519.png	0519_Data_Card_15.png	519	Data Card 15	canonical	Pokemon item
520.png	0520_Data_Card_16.png	520	Data Card 16	canonical	Pokemon item
521.png	0521_Data_Card_17.png	521	Data Card 17	canonical	Pokemon item
522.png	0522_Data_Card_18.png	522	Data Card 18	canonical	Pokemon item
523.png	0523_Data_Card_19.png	523	Data Card 19	canonical	Pokemon item
524.png	0524_Data_Card_20.png	524	Data Card 20	canonical	Pokemon item
525.png	0525_Data_Card_21.png	525	Data Card 21	canonical	Pokemon item
526.png	0526_Data_Card_22.png	526	Data Card 22	canonical	Pokemon item
527.png	0527_Data_Card_23.png	527	Data Card 23	canonical	Pokemon item
528.png	0528_Data_Card_24.png	528	Data Card 24	canonical	Pokemon item
529.png	0529_Data_Card_25.png	529	Data Card 25	canonical	Pokemon item
530.png	0530_Data_Card_26.png	530	Data Card 26	canonical	Pokemon item
531.png	0531_Data_Card_27.png	531	Data Card 27	canonical	Pokemon item
532.png	0532_Jade_Orb.png	532	Jade Orb	canonical	Pokemon item
533.png	0533_Lock_Capsule.png	533	Lock Capsule	canonical	Pokemon item
534.png	0534_Red_Orb.png	534	Red Orb	canonical	Pokemon item
535.png	0535_Blue_Orb.png	535	Blue Orb	canonical	Pokemon item
536.png	0536_Enigma_Stone.png	536	Enigma Stone	canonical	Pokemon item
537.png	0537_Prism_Scale.png	537	Prism Scale	canonical	Pokemon item
538.png	0538_Eviolite.png	538	Eviolite	canonical	Pokemon item
539.png	0539_Float_Stone.png	539	Float Stone	canonical	Pokemon item
540.png	0540_Rocky_Helmet.png	540	Rocky Helmet	canonical	Pokemon item
541.png	0541_Air_Balloon.png	541	Air Balloon	canonical	Pokemon item
542.png	0542_Red_Card.png	542	Red Card	canonical	Pokemon item
543.png	0543_Ring_Target.png	543	Ring Target	canonical	Pokemon item
544.png	0544_Binding_Band.png	544	Binding Band	canonical	Pokemon item
545.png	0545_Absorb_Bulb.png	545	Absorb Bulb	canonical	Pokemon item
546.png	0546_Cell_Battery.png	546	Cell Battery	canonical	Pokemon item
547.png	0547_Eject_Button.png	547	Eject Button	canonical	Pokemon item
548.png	0548_Fire_Gem.png	548	Fire Gem	canonical	Pokemon item
549.png	0549_Water_Gem.png	549	Water Gem	canonical	Pokemon item
550.png	0550_Electric_Gem.png	550	Electric Gem	canonical	Pokemon item
551.png	0551_Grass_Gem.png	551	Grass Gem	canonical	Pokemon item
552.png	0552_Ice_Gem.png	552	Ice Gem	canonical	Pokemon item
553.png	0553_Fighting_Gem.png	553	Fighting Gem	canonical	Pokemon item
554.png	0554_Poison_Gem.png	554	Poison Gem	canonical	Pokemon item
555.png	0555_Ground_Gem.png	555	Ground Gem	canonical	Pokemon item
556.png	0556_Flying_Gem.png	556	Flying Gem	canonical	Pokemon item
557.png	0557_Psychic_Gem.png	557	Psychic Gem	canonical	Pokemon item
558.png	0558_Bug_Gem.png	558	Bug Gem	canonical	Pokemon item
559.png	0559_Rock_Gem.png	559	Rock Gem	canonical	Pokemon item
560.png	0560_Ghost_Gem.png	560	Ghost Gem	canonical	Pokemon item
561.png	0561_Dragon_Gem.png	561	Dragon Gem	canonical	Pokemon item
562.png	0562_Dark_Gem.png	562	Dark Gem	canonical	Pokemon item
563.png	0563_Steel_Gem.png	563	Steel Gem	canonical	Pokemon item
564.png	0564_Normal_Gem.png	564	Normal Gem	canonical	Pokemon item
565.png	0565_Health_Feather.png	565	Health Feather	canonical	Pokemon item
566.png	0566_Muscle_Feather.png	566	Muscle Feather	canonical	Pokemon item
567.png	0567_Resist_Feather.png	567	Resist Feather	canonical	Pokemon item
568.png	0568_Genius_Feather.png	568	Genius Feather	canonical	Pokemon item
569.png	0569_Clever_Feather.png	569	Clever Feather	canonical	Pokemon item
570.png	0570_Swift_Feather.png	570	Swift Feather	canonical	Pokemon item
571.png	0571_Pretty_Feather.png	571	Pretty Feather	canonical	Pokemon item
572.png	0572_Cover_Fossil.png	572	Cover Fossil	canonical	Pokemon item
573.png	0573_Plume_Fossil.png	573	Plume Fossil	canonical	Pokemon item
574.png	0574_Liberty_Pass.png	574	Liberty Pass	canonical	Pokemon item
575.png	0575_Pass_Orb.png	575	Pass Orb	canonical	Pokemon item
576.png	0576_Dream_Ball.png	576	Dream Ball	canonical	Pokemon item
577.png	0577_Poke_Toy.png	577	Poké Toy	canonical	Pokemon item
578.png	0578_Prop_Case.png	578	Prop Case	canonical	Pokemon item
579.png	0579_Dragon_Skull.png	579	Dragon Skull	canonical	Pokemon item
580.png	0580_Balm_Mushroom.png	580	Balm Mushroom	canonical	Pokemon item
581.png	0581_Big_Nugget.png	581	Big Nugget	canonical	Pokemon item
582.png	0582_Pearl_String.png	582	Pearl String	canonical	Pokemon item
583.png	0583_Comet_Shard.png	583	Comet Shard	canonical	Pokemon item
584.png	0584_Relic_Copper.png	584	Relic Copper	canonical	Pokemon item
585.png	0585_Relic_Silver.png	585	Relic Silver	canonical	Pokemon item
586.png	0586_Relic_Gold.png	586	Relic Gold	canonical	Pokemon item
587.png	0587_Relic_Vase.png	587	Relic Vase	canonical	Pokemon item
588.png	0588_Relic_Band.png	588	Relic Band	canonical	Pokemon item
589.png	0589_Relic_Statue.png	589	Relic Statue	canonical	Pokemon item
590.png	0590_Relic_Crown.png	590	Relic Crown	canonical	Pokemon item
591.png	0591_Casteliacone.png	591	Casteliacone	canonical	Pokemon item
592.png	0592_Dire_Hit_2.png	592	Dire Hit 2	canonical	Pokemon item
593.png	0593_X_Speed_2.png	593	X Speed 2	canonical	Pokemon item
594.png	0594_X_Sp_Atk_2.png	594	X Sp. Atk 2	canonical	Pokemon item
595.png	0595_X_Sp_Def_2.png	595	X Sp. Def 2	canonical	Pokemon item
596.png	0596_X_Defense_2.png	596	X Defense 2	canonical	Pokemon item
597.png	0597_X_Attack_2.png	597	X Attack 2	canonical	Pokemon item
598.png	0598_X_Accuracy_2.png	598	X Accuracy 2	canonical	Pokemon item
599.png	0599_X_Speed_3.png	599	X Speed 3	canonical	Pokemon item
600.png	0600_X_Sp_Atk_3.png	600	X Sp. Atk 3	canonical	Pokemon item
601.png	0601_X_Sp_Def_3.png	601	X Sp. Def 3	canonical	Pokemon item
602.png	0602_X_Defense_3.png	602	X Defense 3	canonical	Pokemon item
603.png	0603_X_Attack_3.png	603	X Attack 3	canonical	Pokemon item
604.png	0604_X_Accuracy_3.png	604	X Accuracy 3	canonical	Pokemon item
605.png	0605_X_Speed_6.png	605	X Speed 6	canonical	Pokemon item
606.png	0606_X_Sp_Atk_6.png	606	X Sp. Atk 6	canonical	Pokemon item
607.png	0607_X_Sp_Def_6.png	607	X Sp. Def 6	canonical	Pokemon item
608.png	0608_X_Defense_6.png	608	X Defense 6	canonical	Pokemon item
609.png	0609_X_Attack_6.png	609	X Attack 6	canonical	Pokemon item
610.png	0610_X_Accuracy_6.png	610	X Accuracy 6	canonical	Pokemon item
611.png	0611_Ability_Urge.png	611	Ability Urge	canonical	Pokemon item
612.png	0612_Item_Drop.png	612	Item Drop	canonical	Pokemon item
613.png	0613_Item_Urge.png	613	Item Urge	canonical	Pokemon item
614.png	0614_Reset_Urge.png	614	Reset Urge	canonical	Pokemon item
615.png	0615_Dire_Hit_3.png	615	Dire Hit 3	canonical	Pokemon item
616.png	0616_Light_Stone.png	616	Light Stone	canonical	Pokemon item
617.png	0617_Dark_Stone.png	617	Dark Stone	canonical	Pokemon item
618.png	0618_TM93.png	618	TM93	canonical	Pokemon item
619.png	0619_TM94.png	619	TM94	canonical	Pokemon item
620.png	0620_TM95.png	620	TM95	canonical	Pokemon item
621.png	0621_Xtransceiver.png	621	Xtransceiver	canonical	Pokemon item
622.png	0622_Unused_Item_ID_622.png	622	Unused Item ID 622	unused/unnamed	Pokemon item
623.png	0623_Gram_1.png	623	Gram 1	canonical	Pokemon item
624.png	0624_Gram_2.png	624	Gram 2	canonical	Pokemon item
625.png	0625_Gram_3.png	625	Gram 3	canonical	Pokemon item
626.png	0626_Xtransceiver.png	626	Xtransceiver	canonical	Pokemon item
627.png	0627_Medal_Box.png	627	Medal Box	canonical	Pokemon item
628.png	0628_DNA_Splicers.png	628	DNA Splicers	canonical	Pokemon item
629.png	0629_DNA_Splicers.png	629	DNA Splicers	canonical	Pokemon item
630.png	0630_Permit.png	630	Permit	canonical	Pokemon item
631.png	0631_Oval_Charm.png	631	Oval Charm	canonical	Pokemon item
632.png	0632_Shiny_Charm.png	632	Shiny Charm	canonical	Pokemon item
633.png	0633_Plasma_Card.png	633	Plasma Card	canonical	Pokemon item
634.png	0634_Grubby_Hanky.png	634	Grubby Hanky	canonical	Pokemon item
635.png	0635_Colress_Machine.png	635	Colress Machine	canonical	Pokemon item
636.png	0636_Dropped_Item.png	636	Dropped Item	canonical	Pokemon item
637.png	0637_Dropped_Item.png	637	Dropped Item	canonical	Pokemon item
638.png	0638_Reveal_Glass.png	638	Reveal Glass	canonical	Pokemon item
639.png	0639_Weakness_Policy.png	639	Weakness Policy	canonical	Pokemon item
640.png	0640_Assault_Vest.png	640	Assault Vest	canonical	Pokemon item
641.png	0641_Holo_Caster.png	641	Holo Caster	canonical	Pokemon item
642.png	0642_Profs_Letter.png	642	Prof’s Letter	canonical	Pokemon item
643.png	0643_Roller_Skates.png	643	Roller Skates	canonical	Pokemon item
644.png	0644_Pixie_Plate.png	644	Pixie Plate	canonical	Pokemon item
645.png	0645_Ability_Capsule.png	645	Ability Capsule	canonical	Pokemon item
646.png	0646_Whipped_Dream.png	646	Whipped Dream	canonical	Pokemon item
647.png	0647_Sachet.png	647	Sachet	canonical	Pokemon item
648.png	0648_Luminous_Moss.png	648	Luminous Moss	canonical	Pokemon item
649.png	0649_Snowball.png	649	Snowball	canonical	Pokemon item
650.png	0650_Safety_Goggles.png	650	Safety Goggles	canonical	Pokemon item
651.png	0651_Poke_Flute.png	651	Poké Flute	canonical	Pokemon item
652.png	0652_Rich_Mulch.png	652	Rich Mulch	canonical	Pokemon item
653.png	0653_Surprise_Mulch.png	653	Surprise Mulch	canonical	Pokemon item
654.png	0654_Boost_Mulch.png	654	Boost Mulch	canonical	Pokemon item
655.png	0655_Amaze_Mulch.png	655	Amaze Mulch	canonical	Pokemon item
656.png	0656_Gengarite.png	656	Gengarite	canonical	Pokemon item
657.png	0657_Gardevoirite.png	657	Gardevoirite	canonical	Pokemon item
658.png	0658_Ampharosite.png	658	Ampharosite	canonical	Pokemon item
659.png	0659_Venusaurite.png	659	Venusaurite	canonical	Pokemon item
660.png	0660_Charizardite_X.png	660	Charizardite X	canonical	Pokemon item
661.png	0661_Blastoisinite.png	661	Blastoisinite	canonical	Pokemon item
662.png	0662_Mewtwonite_X.png	662	Mewtwonite X	canonical	Pokemon item
663.png	0663_Mewtwonite_Y.png	663	Mewtwonite Y	canonical	Pokemon item
664.png	0664_Blazikenite.png	664	Blazikenite	canonical	Pokemon item
665.png	0665_Medichamite.png	665	Medichamite	canonical	Pokemon item
666.png	0666_Houndoominite.png	666	Houndoominite	canonical	Pokemon item
667.png	0667_Aggronite.png	667	Aggronite	canonical	Pokemon item
668.png	0668_Banettite.png	668	Banettite	canonical	Pokemon item
669.png	0669_Tyranitarite.png	669	Tyranitarite	canonical	Pokemon item
670.png	0670_Scizorite.png	670	Scizorite	canonical	Pokemon item
671.png	0671_Pinsirite.png	671	Pinsirite	canonical	Pokemon item
672.png	0672_Aerodactylite.png	672	Aerodactylite	canonical	Pokemon item
673.png	0673_Lucarionite.png	673	Lucarionite	canonical	Pokemon item
674.png	0674_Abomasite.png	674	Abomasite	canonical	Pokemon item
675.png	0675_Kangaskhanite.png	675	Kangaskhanite	canonical	Pokemon item
676.png	0676_Gyaradosite.png	676	Gyaradosite	canonical	Pokemon item
677.png	0677_Absolite.png	677	Absolite	canonical	Pokemon item
678.png	0678_Charizardite_Y.png	678	Charizardite Y	canonical	Pokemon item
679.png	0679_Alakazite.png	679	Alakazite	canonical	Pokemon item
680.png	0680_Heracronite.png	680	Heracronite	canonical	Pokemon item
681.png	0681_Mawilite.png	681	Mawilite	canonical	Pokemon item
682.png	0682_Manectite.png	682	Manectite	canonical	Pokemon item
683.png	0683_Garchompite.png	683	Garchompite	canonical	Pokemon item
684.png	0684_Latiasite.png	684	Latiasite	canonical	Pokemon item
685.png	0685_Latiosite.png	685	Latiosite	canonical	Pokemon item
686.png	0686_Roseli_Berry.png	686	Roseli Berry	canonical	Pokemon item
687.png	0687_Kee_Berry.png	687	Kee Berry	canonical	Pokemon item
688.png	0688_Maranga_Berry.png	688	Maranga Berry	canonical	Pokemon item
689.png	0689_Sprinklotad.png	689	Sprinklotad	canonical	Pokemon item
690.png	0690_TM96.png	690	TM96	canonical	Pokemon item
691.png	0691_TM97.png	691	TM97	canonical	Pokemon item
692.png	0692_TM98.png	692	TM98	canonical	Pokemon item
693.png	0693_TM99.png	693	TM99	canonical	Pokemon item
694.png	0694_TM100.png	694	TM100	canonical	Pokemon item
695.png	0695_Power_Plant_Pass.png	695	Power Plant Pass	canonical	Pokemon item
696.png	0696_Mega_Ring.png	696	Mega Ring	canonical	Pokemon item
697.png	0697_Intriguing_Stone.png	697	Intriguing Stone	canonical	Pokemon item
698.png	0698_Common_Stone.png	698	Common Stone	canonical	Pokemon item
699.png	0699_Discount_Coupon.png	699	Discount Coupon	canonical	Pokemon item
700.png	0700_Elevator_Key.png	700	Elevator Key	canonical	Pokemon item
701.png	0701_TMV_Pass.png	701	TMV Pass	canonical	Pokemon item
702.png	0702_Honor_of_Kalos.png	702	Honor of Kalos	canonical	Pokemon item
703.png	0703_Adventure_Guide.png	703	Adventure Guide	canonical	Pokemon item
704.png	0704_Strange_Souvenir.png	704	Strange Souvenir	canonical	Pokemon item
705.png	0705_Lens_Case.png	705	Lens Case	canonical	Pokemon item
706.png	0706_Makeup_Bag.png	706	Makeup Bag	canonical	Pokemon item
707.png	0707_Travel_Trunk.png	707	Travel Trunk	canonical	Pokemon item
708.png	0708_Lumiose_Galette.png	708	Lumiose Galette	canonical	Pokemon item
709.png	0709_Shalour_Sable.png	709	Shalour Sable	canonical	Pokemon item
710.png	0710_Jaw_Fossil.png	710	Jaw Fossil	canonical	Pokemon item
711.png	0711_Sail_Fossil.png	711	Sail Fossil	canonical	Pokemon item
712.png	0712_Looker_Ticket.png	712	Looker Ticket	canonical	Pokemon item
713.png	0713_Bike.png	713	Bike	canonical	Pokemon item
714.png	0714_Holo_Caster.png	714	Holo Caster	canonical	Pokemon item
715.png	0715_Fairy_Gem.png	715	Fairy Gem	canonical	Pokemon item
716.png	0716_Mega_Charm.png	716	Mega Charm	canonical	Pokemon item
717.png	0717_Mega_Glove.png	717	Mega Glove	canonical	Pokemon item
718.png	0718_Mach_Bike.png	718	Mach Bike	canonical	Pokemon item
719.png	0719_Acro_Bike.png	719	Acro Bike	canonical	Pokemon item
720.png	0720_Wailmer_Pail.png	720	Wailmer Pail	canonical	Pokemon item
721.png	0721_Devon_Parts.png	721	Devon Parts	canonical	Pokemon item
722.png	0722_Soot_Sack.png	722	Soot Sack	canonical	Pokemon item
723.png	0723_Basement_Key.png	723	Basement Key	canonical	Pokemon item
724.png	0724_Pokeblock_Kit.png	724	Pokéblock Kit	canonical	Pokemon item
725.png	0725_Letter.png	725	Letter	canonical	Pokemon item
726.png	0726_Eon_Ticket.png	726	Eon Ticket	canonical	Pokemon item
727.png	0727_Scanner.png	727	Scanner	canonical	Pokemon item
728.png	0728_Go-Goggles.png	728	Go-Goggles	canonical	Pokemon item
729.png	0729_Meteorite.png	729	Meteorite	canonical	Pokemon item
730.png	0730_Key_to_Room_1.png	730	Key to Room 1	canonical	Pokemon item
731.png	0731_Key_to_Room_2.png	731	Key to Room 2	canonical	Pokemon item
732.png	0732_Key_to_Room_4.png	732	Key to Room 4	canonical	Pokemon item
733.png	0733_Key_to_Room_6.png	733	Key to Room 6	canonical	Pokemon item
734.png	0734_Storage_Key.png	734	Storage Key	canonical	Pokemon item
735.png	0735_Devon_Scope.png	735	Devon Scope	canonical	Pokemon item
736.png	0736_SS_Ticket.png	736	S.S. Ticket	canonical	Pokemon item
737.png	0737_HM07.png	737	HM07	canonical	Pokemon item
738.png	0738_Devon_Scuba_Gear.png	738	Devon Scuba Gear	canonical	Pokemon item
739.png	0739_Contest_Costume.png	739	Contest Costume	canonical	Pokemon item
740.png	0740_Contest_Costume.png	740	Contest Costume	canonical	Pokemon item
741.png	0741_Magma_Suit.png	741	Magma Suit	canonical	Pokemon item
742.png	0742_Aqua_Suit.png	742	Aqua Suit	canonical	Pokemon item
743.png	0743_Pair_of_Tickets.png	743	Pair of Tickets	canonical	Pokemon item
744.png	0744_Mega_Bracelet.png	744	Mega Bracelet	canonical	Pokemon item
745.png	0745_Mega_Pendant.png	745	Mega Pendant	canonical	Pokemon item
746.png	0746_Mega_Glasses.png	746	Mega Glasses	canonical	Pokemon item
747.png	0747_Mega_Anchor.png	747	Mega Anchor	canonical	Pokemon item
748.png	0748_Mega_Stickpin.png	748	Mega Stickpin	canonical	Pokemon item
749.png	0749_Mega_Tiara.png	749	Mega Tiara	canonical	Pokemon item
750.png	0750_Mega_Anklet.png	750	Mega Anklet	canonical	Pokemon item
751.png	0751_Meteorite.png	751	Meteorite	canonical	Pokemon item
752.png	0752_Swampertite.png	752	Swampertite	canonical	Pokemon item
753.png	0753_Sceptilite.png	753	Sceptilite	canonical	Pokemon item
754.png	0754_Sablenite.png	754	Sablenite	canonical	Pokemon item
755.png	0755_Altarianite.png	755	Altarianite	canonical	Pokemon item
756.png	0756_Galladite.png	756	Galladite	canonical	Pokemon item
757.png	0757_Audinite.png	757	Audinite	canonical	Pokemon item
758.png	0758_Metagrossite.png	758	Metagrossite	canonical	Pokemon item
759.png	0759_Sharpedonite.png	759	Sharpedonite	canonical	Pokemon item
760.png	0760_Slowbronite.png	760	Slowbronite	canonical	Pokemon item
761.png	0761_Steelixite.png	761	Steelixite	canonical	Pokemon item
762.png	0762_Pidgeotite.png	762	Pidgeotite	canonical	Pokemon item
763.png	0763_Glalitite.png	763	Glalitite	canonical	Pokemon item
764.png	0764_Diancite.png	764	Diancite	canonical	Pokemon item
765.png	0765_Prison_Bottle.png	765	Prison Bottle	canonical	Pokemon item
766.png	0766_Mega_Cuff.png	766	Mega Cuff	canonical	Pokemon item
767.png	0767_Cameruptite.png	767	Cameruptite	canonical	Pokemon item
768.png	0768_Lopunnite.png	768	Lopunnite	canonical	Pokemon item
